Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Genome representation (RefSeq)
UP000007796	Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera) (Strain: kw1407 / UAMH 11150)	655863	8311	C:93.7%[S:93.5%,D:0.2%],F:1.5%,M:4.8%,n:3817	Close to standard (low value)	full
UP000013521	Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum) (Strain: UCR-NP2)	1287680	10365	C:78.3%[S:77.9%,D:0.3%],F:11.9%,M:9.9%,n:3786	Close to standard (low value)	full
UP000011777	Candida maltosa (strain Xu316) (Yeast) (Strain: Xu316)	1245528	5976	C:89.9%[S:89.8%,D:0.1%],F:2.9%,M:7.2%,n:2137	Close to standard (low value)	full
UP000016801	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum) (Strain: 20.1)	1111077	8814	C:94.5%[S:93.8%,D:0.7%],F:1.8%,M:3.6%,n:4494	Close to standard (low value)	full
UP000008370	Phanerochaete carnosa (strain HHB-10118-sp) (White-rot fungus) (Peniophora carnosa) (Strain: HHB-10118-sp)	650164	13867	C:88.6%[S:87.4%,D:1.2%],F:4.5%,M:6.9%,n:4464	Standard	full
UP000283090	Arthrobotrys flagrans (Strain: CBS H-5679)	97331	10325	C:97%[S:94.6%,D:2.3%],F:1.1%,M:1.9%,n:1706	Unknown	full
UP000533896	Lophotis ruficrista	172689	13899	C:80%[S:79.8%,D:0.3%],F:5.8%,M:14.1%,n:8338	Standard	full
UP000019040	Aphanomyces astaci (Strain: APO3)	112090	24980	C:100%[S:82%,D:18%],F:0%,M:0%,n:100	Unknown	full
UP000054721	Trichinella nativa	6335	16771	C:69.1%[S:44.1%,D:24.9%],F:0.7%,M:30.3%,n:3131	Unknown	full
UP000085678	Lingula unguis	7574	34415	C:98.6%[S:55%,D:43.6%],F:0.6%,M:0.7%,n:954	Unknown	full
UP000281406	Anabarilius grahami (Kanglang fish) (Barilius grahami)	495550	23663	C:62.2%[S:60.4%,D:1.8%],F:4.5%,M:33.3%,n:3640	Close to standard (low value)	full
UP000518266	Dissostichus mawsoni (Antarctic cod)	36200	29104	C:68.1%[S:65.9%,D:2.2%],F:7.9%,M:24%,n:3640	Standard	full
UP000525554	Ephemera danica	1049336	541	C:86.8%[S:85.2%,D:1.5%],F:6.1%,M:7.1%,n:1367	Close to standard (low value)	full
UP000006141	Rhodosporidium toruloides (strain ATCC 204091 / IIP 30 / MTCC 1151) (Yeast) (Rhodotorula glutinis (strain ATCC 204091)) (Strain: ATCC 204091 / IIP 30 / MTCC 1151)	1001064	2816	C:36.4%[S:36.2%,D:0.2%],F:0.6%,M:63%,n:1764	Unknown	full
UP000002254	Canis lupus familiaris (Dog) (Canis familiaris) (Strain: Boxer)	9615	45352	C:92.2%[S:76.8%,D:15.4%],F:1.5%,M:6.3%,n:14502	Close to standard (high value)	full
UP000001744	Schizosaccharomyces japonicus (strain yFS275 / FY16936) (Fission yeast) (Strain: yFS275 / FY16936)	402676	4852	C:81.2%[S:78.3%,D:3%],F:2%,M:16.8%,n:1706	Unknown	full
UP000001593	Nematostella vectensis (Starlet sea anemone) (Strain: CH2 X CH6)	45351	24435	C:89.7%[S:87.9%,D:1.8%],F:4.8%,M:5.5%,n:954	Unknown	full
UP000005205	Atta cephalotes (Leafcutter ant)	12957	10634	C:95.3%[S:93.9%,D:1.5%],F:2.5%,M:2.2%,n:5991	Close to standard (low value)	full
UP000177622	Penicillium arizonense (Strain: CBS 141311)	1835702	12121	C:98%[S:97.4%,D:0.6%],F:0.4%,M:1.6%,n:4191	Close to standard (high value)	full
UP000245884	Jaminaea rosea (Strain: MCA 5214)	1569628	6858	C:90.2%[S:90.1%,D:0.1%],F:1.6%,M:8.1%,n:1764	Unknown	full
UP000247233	Aspergillus heteromorphus CBS 117.55 (Strain: CBS 117.55)	1448321	10837	C:96.1%[S:95.8%,D:0.3%],F:1.5%,M:2.4%,n:4191	Standard	full
UP000001949	Theileria parva (East coast fever infection agent) (Strain: Muguga)	5875	4071	C:90.6%[S:90.4%,D:0.2%],F:5.7%,M:3.7%,n:1135	Close to standard (low value)	full
UP000286641	Callorhinus ursinus (Northern fur seal)	34884	35454	C:98.4%[S:49.2%,D:49.1%],F:0.3%,M:1.3%,n:14502	Close to standard (high value)	full
UP000001631	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum) (Strain: G186AR / H82 / ATCC MYA-2454 / RMSCC 2432)	447093	9214	C:96.4%[S:95.7%,D:0.8%],F:1.7%,M:1.9%,n:4862	Standard	full
UP000191522	Penicillium decumbens (Strain: IBT 11843)	69771	7144	C:85.4%[S:85.3%,D:0.2%],F:0.5%,M:14.1%,n:4191	Close to standard (low value)	full
UP000092096	Pseudogymnoascus sp. 05NY08 (Strain: 05NY08)	1622149	10300	C:99.2%[S:96.8%,D:2.4%],F:0.4%,M:0.4%,n:3234	Standard	full
UP000005622	Nematocida sp. 1 (strain ERTm2 / ATCC PRA-371) (Nematode killer fungus) (Strain: ERTm2)	944018	2769	C:91.2%[S:91.2%,D:0%],F:5.3%,M:3.5%,n:600	Unknown	full
UP000291022	Ursus americanus (American black bear) (Euarctos americanus)	9643	32512	C:79%[S:55.8%,D:23.2%],F:4.2%,M:16.8%,n:14502	Standard	full
UP000000598	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica) (Strain: ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	284590	5071	C:99.5%[S:99.4%,D:0.1%],F:0.2%,M:0.2%,n:2137	Close to standard (low value)	full
UP000054653	Trichinella britovi (Parasitic roundworm)	45882	19931	C:68.1%[S:39.5%,D:28.6%],F:0.5%,M:31.4%,n:3131	Unknown	full
UP000094236	Pachysolen tannophilus NRRL Y-2460 (Strain: NRRL Y-2460)	669874	5645	C:96.3%[S:95.6%,D:0.7%],F:2.3%,M:1.4%,n:2137	Close to standard (high value)	full
UP000092583	Kwoniella mangroviensis CBS 10435 (Strain: CBS 10435)	1331196	8428	C:99.4%[S:99.4%,D:0%],F:0.4%,M:0.2%,n:4284	Outlier (high value)	full
UP000326757	Monilinia laxa (Strain: Mlax316)	61186	12416	C:93.2%[S:87.6%,D:5.7%],F:1.8%,M:5%,n:5177	Standard	full
UP000276776	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	10885	C:89.2%[S:88.7%,D:0.4%],F:3.3%,M:7.5%,n:3131	Close to standard (low value)	full
UP000525205	Cochlearius cochlearius (Boat-billed heron)	110676	14058	C:80.9%[S:80.5%,D:0.4%],F:5.7%,M:13.4%,n:8338	Standard	full
UP000277928	Litomosoides sigmodontis (Filarial nematode worm)	42156	9894	C:88.9%[S:87.5%,D:1.4%],F:3.2%,M:7.9%,n:3131	Close to standard (low value)	full
UP000009168	Tetrahymena thermophila (strain SB210) (Strain: SB210)	312017	26976	C:98.8%[S:97.7%,D:1.2%],F:0.6%,M:0.6%,n:171	Unknown	full
UP000191612	Penicillium solitum (Strain: IBT 29525)	60172	11867	C:98.8%[S:98.6%,D:0.2%],F:0.2%,M:1%,n:4191	Close to standard (high value)	full
UP000029288	Pseudogymnoascus sp. VKM F-4513 (FW-928) (Strain: VKM F-4513 (FW-928))	1420907	8667	C:87%[S:87%,D:0.1%],F:4.9%,M:8%,n:3234	Close to standard (low value)	full
UP000253472	Candida viswanathii (Strain: ATCC 20962)	5486	10576	C:95.3%[S:29.4%,D:65.8%],F:2.1%,M:2.7%,n:2137	Outlier (high value)	full
UP000092555	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993 (Strain: NRRL YB-4993)	869754	5827	C:97.8%[S:97.7%,D:0.2%],F:1.3%,M:0.9%,n:2137	Standard	full
UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm) (Strain: ild silkmoth)	7092	17282	C:94.6%[S:67.3%,D:27.3%],F:0.3%,M:5.1%,n:5286	Outlier (high value)	full
UP000289340	Glycine soja (Wild soybean) (Strain: cv. W05)	3848	75060	C:99%[S:24.7%,D:74.2%],F:0.4%,M:0.7%,n:5366	Outlier (high value)	full
UP000325315	Gossypium australe (Strain: cv. PA1801)	47621	38125	C:75.1%[S:64.5%,D:10.6%],F:4.7%,M:20.2%,n:2326	Standard	full
UP000560247	Melospiza melodia (Song sparrow) (Fringilla melodia)	44397	13912	C:73.2%[S:72.8%,D:0.5%],F:5.2%,M:21.6%,n:10844	Standard	full
UP000019149	Echinococcus granulosus (Hydatid tapeworm)	6210	11279	C:69.2%[S:67.9%,D:1.3%],F:5.7%,M:25.2%,n:954	Unknown	full
UP000006813	Heterocephalus glaber (Naked mole rat)	10181	21449	C:84.6%[S:83%,D:1.6%],F:4.2%,M:11.2%,n:13798	Close to standard (low value)	full
UP000283053	Chilo suppressalis (Asiatic rice borer moth)	168631	15558	C:90.3%[S:88.5%,D:1.9%],F:1.6%,M:8%,n:5286	Outlier (high value)	full
UP000297245	Dendrothele bispora (strain CBS 962.96) (Strain: CBS 962.96)	1314807	33018	C:97.8%[S:89.7%,D:8%],F:1%,M:1.2%,n:3870	Outlier (high value)	full
UP000472261	Phasianus colchicus (Common pheasant)	9054	25507	C:94.3%[S:67.1%,D:27.2%],F:2%,M:3.7%,n:8338	Outlier (high value)	full
UP000318582	Powellomyces hirtus (Strain: CBS 809.83)	109895	6533	C:93.7%[S:91.6%,D:2.1%],F:0.5%,M:5.8%,n:758	Unknown	full
UP000522331	Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	127929	13433	C:73.1%[S:73%,D:0.1%],F:5.4%,M:21.5%,n:10844	Close to standard (low value)	full
UP000294530	Bremia lactucae (Lettuce downy mildew) (Strain: SF5)	4779	9237	C:96%[S:90%,D:6%],F:1%,M:3%,n:100	Close to standard (low value)	full
UP000006757	Trichosporon asahii var. asahii (strain CBS 8904) (Yeast) (Strain: CBS 8904)	1220162	8515	C:83.5%[S:83.1%,D:0.5%],F:6.6%,M:9.9%,n:4284	Outlier (high value)	full
UP000053709	Trichuris suis (pig whipworm)	68888	3288	C:15.5%[S:15.3%,D:0.2%],F:1.1%,M:83.4%,n:3131	Unknown	full
UP000525158	Smutsornis africanus (Double-banded courser) (Rhinoptilus africanus)	240209	13665	C:78.1%[S:77.8%,D:0.4%],F:6.5%,M:15.4%,n:8338	Standard	full
UP000012045	Botryotinia fuckeliana (strain BcDW1) (Noble rot fungus) (Botrytis cinerea) (Strain: BcDW1)	1290391	11022	C:96.1%[S:96%,D:0.1%],F:1%,M:2.9%,n:5177	Standard	full
UP000565207	Pedionomus torquatus (Plains-wanderer)	227192	13302	C:76.6%[S:76.3%,D:0.3%],F:6.9%,M:16.5%,n:8338	Close to standard (low value)	full
UP000078046	Intoshia linei	1819745	8720	C:50.1%[S:49.4%,D:0.7%],F:6.9%,M:43%,n:954	Unknown	full
UP000037696	Penicillium nordicum (Strain: DAOMC 185683)	229535	12938	C:97.1%[S:96.9%,D:0.2%],F:1.8%,M:1.1%,n:4191	Close to standard (high value)	full
UP000242381	Rhizopus microsporus (Strain: ATCC 11559)	58291	11322	C:93.5%[S:93.3%,D:0.2%],F:5.1%,M:1.4%,n:2449	Unknown	full
UP000041254	Vitrella brassicaformis (strain CCMP3155)	1169540	23030	C:99.4%[S:97.7%,D:1.8%],F:0%,M:0.6%,n:171	Unknown	full
UP000286134	Oidium neolycopersici	212602	6847	C:93.4%[S:93.2%,D:0.2%],F:2.5%,M:4.1%,n:3234	Close to standard (low value)	full
UP000531151	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	8947	13463	C:67.6%[S:67.3%,D:0.3%],F:9.8%,M:22.6%,n:8338	Close to standard (low value)	full
UP000237438	Erysiphe pulchra	225359	6853	C:90.8%[S:90.4%,D:0.4%],F:3.8%,M:5.4%,n:3234	Close to standard (low value)	full
UP000472267	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	181472	55738	C:92.9%[S:51.2%,D:41.7%],F:2.2%,M:4.9%,n:3640	Outlier (high value)	full
UP000076722	Sistotremastrum niveocremeum HHB9708 (Strain: HHB9708)	1314777	13037	C:96.2%[S:95.7%,D:0.5%],F:1.1%,M:2.7%,n:2898	Standard	full
UP000238350	Wickerhamiella sorbophila (Strain: DS02)	45607	4707	C:91.6%[S:91.1%,D:0.5%],F:2.5%,M:5.9%,n:2137	Close to standard (low value)	full
UP000051952	Bodo saltans (Flagellated protozoan) (Strain: Lake Konstanz)	75058	18124	C:88.5%[S:86.9%,D:1.5%],F:9.2%,M:2.3%,n:130	Outlier (high value)	full
UP000039324	Plasmodiophora brassicae (Clubroot disease)	37360	9720	C:89%[S:88.6%,D:0.4%],F:3.5%,M:7.5%,n:255	Unknown	full
UP000244309	[Candida] haemuloni (Strain: B11899)	45357	5240	C:93.9%[S:93.8%,D:0.1%],F:1.6%,M:4.5%,n:2137	Close to standard (low value)	full
UP000019103	Plasmodium falciparum (isolate Palo Alto / Uganda) (Strain: Palo Alto/Uganda)	57270	6037	C:85.9%[S:85.1%,D:0.7%],F:4.4%,M:9.7%,n:3642	Standard	full
UP000006812	Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi) (Strain: NBRC 4308)	1033177	11491	C:97.7%[S:97.5%,D:0.2%],F:1%,M:1.4%,n:4191	Standard	full
UP000005446	Glarea lozoyensis (strain ATCC 74030 / MF5533) (Strain: ATCC 74030 / MF5533)	1104152	7926	C:32.4%[S:32.4%,D:0%],F:8.1%,M:59.5%,n:5177	Close to standard (low value)	full
UP000007494	Neospora caninum (strain Liverpool) (Strain: Liverpool)	572307	6933	C:98.2%[S:98%,D:0.2%],F:0.8%,M:1%,n:502	Standard	full
UP000522270	Pterocles burchelli	2585816	13839	C:78.8%[S:78.4%,D:0.4%],F:6.5%,M:14.7%,n:8338	Standard	full
UP000007963	Aspergillus terreus (strain NIH 2624 / FGSC A1156) (Strain: NIH 2624 / FGSC A1156)	341663	10417	C:89.8%[S:89.5%,D:0.4%],F:4.4%,M:5.7%,n:4191	Standard	full
UP000054477	Laccaria amethystina LaAM-08-1 (Strain: LaAM-08-1)	1095629	20893	C:97.6%[S:96.1%,D:1.4%],F:1.4%,M:1%,n:3870	Close to standard (high value)	full
UP000264840	Haplochromis burtoni (Burton's mouthbrooder) (Chromis burtoni)	8153	34332	C:95.2%[S:63%,D:32.3%],F:2%,M:2.8%,n:3640	Standard	full
UP000261620	Mola mola (Ocean sunfish) (Tetraodon mola)	94237	28963	C:90.8%[S:75.2%,D:15.6%],F:3.5%,M:5.7%,n:3640	Standard	full
UP000009377	Nannochloropsis gaditana (strain CCMP526) (Green microalga) (Microchloropsis gaditana) (Strain: CCMP526)	1093141	3328	C:40%[S:40%,D:0%],F:9%,M:51%,n:100	Unknown	full
UP000504610	Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus) (Strain: cv. WK10039)	3726	52798	C:99.3%[S:70%,D:29.4%],F:0.3%,M:0.4%,n:4596	Outlier (high value)	full
UP000005220	Kazachstania africana (strain ATCC 22294 / BCRC 22015 / CBS 2517 / CECT 1963 / NBRC 1671 / NRRL Y-8276) (Yeast) (Kluyveromyces africanus) (Strain: ATCC 22294 / BCRC 22015 / CBS 2517 / CECT 1963 / NBRC 1671 / NRRL Y-8276)	1071382	5354	C:99.3%[S:97.6%,D:1.7%],F:0.1%,M:0.6%,n:2137	Standard	full
UP000545435	Rostratula benghalensis (greater painted-snipe)	118793	14195	C:80.8%[S:80.5%,D:0.3%],F:5.8%,M:13.4%,n:8338	Standard	full
UP000240493	Trichoderma asperellum CBS 433.97 (Strain: CBS 433.97)	1042311	12547	C:98.3%[S:98%,D:0.3%],F:0.4%,M:1.3%,n:4494	Standard	full
UP000016924	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast) (Strain: CBS 100218)	1168221	9306	C:97.4%[S:97.2%,D:0.2%],F:1.2%,M:1.4%,n:3786	Close to standard (low value)	full
UP000001997	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii) (Strain: ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324)	294746	5919	C:93.1%[S:92.9%,D:0.2%],F:4.4%,M:2.5%,n:2137	Standard	full
UP000324832	Leptidea sinapis	189913	19862	C:89.6%[S:80.8%,D:8.8%],F:4.2%,M:6.2%,n:5286	Outlier (high value)	full
UP000054485	Suillus luteus UH-Slu-Lm8-n1 (Strain: UH-Slu-Lm8-n1)	930992	18277	C:98.3%[S:97.1%,D:1.1%],F:1.1%,M:0.6%,n:4878	Standard	full
UP000314983	Electrophorus electricus (Electric eel) (Gymnotus electricus)	8005	50899	C:91.9%[S:52.9%,D:39%],F:3%,M:5.1%,n:3640	Close to standard (high value)	full
UP000018721	Phytophthora parasitica P1569 (Strain: P1569)	1317065	26477	C:99%[S:88%,D:11%],F:0%,M:1%,n:100	Standard	full
UP000193685	Protomyces lactucae-debilis (Strain: 12-1054)	2754530	6702	C:83.1%[S:82.8%,D:0.3%],F:2.8%,M:14.1%,n:1706	Unknown	full
UP000591073	Glaucidium brasilianum (Ferruginous pygmy-owl)	78217	14183	C:80.2%[S:79.8%,D:0.3%],F:5.9%,M:13.9%,n:8338	Standard	full
UP000565785	Rhinopomastus cyanomelas (Common scimitarbill)	113115	14764	C:79.2%[S:78.9%,D:0.4%],F:6.2%,M:14.6%,n:8338	Close to standard (high value)	full
UP000243217	Thraustotheca clavata (Strain: ATCC 34112)	74557	13171	C:99%[S:98%,D:1%],F:1%,M:0%,n:100	Unknown	full
UP000292082	Dichomitus squalens (Strain: CBS 464.89)	114155	15221	C:98.9%[S:98.4%,D:0.5%],F:0.7%,M:0.4%,n:4464	Close to standard (high value)	full
UP000309340	Friedmanniomyces simplex (Strain: CCFEE 5184)	329884	13631	C:92.3%[S:77%,D:15.3%],F:2.6%,M:5.1%,n:3786	Standard	full
UP000001996	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus) (Strain: ATCC 11503 / BCRC 21390 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)	379508	5779	C:92.7%[S:92.2%,D:0.5%],F:4.6%,M:2.7%,n:2137	Close to standard (low value)	full
UP000221130	Cordyceps sp. RAO-2017 (Strain: 1346)	2004951	11255	C:78.8%[S:78.6%,D:0.2%],F:14.4%,M:6.9%,n:4494	Standard	full
UP000070501	Microdochium bolleyi (Strain: J235TASD1)	196109	13164	C:95.9%[S:95.6%,D:0.3%],F:2.2%,M:1.9%,n:3817	Standard	full
UP000231358	Aspergillus arachidicola (Strain: CBS 117610)	656916	12090	C:93.8%[S:93.4%,D:0.4%],F:1.4%,M:4.8%,n:4191	Standard	full
UP000183809	Diplodia corticola (Strain: CBS 112549)	236234	10836	C:99.1%[S:98.9%,D:0.1%],F:0.2%,M:0.7%,n:3786	Standard	full
UP000263633	Rhizophagus sp. MUCL 43196 (Strain: MUCL 43196)	1803374	22985	C:95.8%[S:95.5%,D:0.3%],F:1.6%,M:2.5%,n:1614	Unknown	full
UP000558488	Pipistrellus kuhlii (Kuhl's pipistrelle)	59472	39728	C:94.2%[S:56.9%,D:37.3%],F:0.5%,M:5.2%,n:12234	Standard	full
UP000332933	Aphanomyces stellatus	120398	20738	C:96%[S:94%,D:2%],F:1%,M:3%,n:100	Unknown	full
UP000316079	Danionella translucida (Strain: Bolton)	623744	32815	C:84.1%[S:59.1%,D:25%],F:4.2%,M:11.7%,n:3640	Standard	full
UP000054317	Trametes versicolor (strain FP-101664) (White-rot fungus) (Coriolus versicolor) (Strain: FP-101664)	717944	1022	C:3.9%[S:3.8%,D:0.1%],F:0.2%,M:95.9%,n:4464	Outlier (low value)	full
UP000254866	Venustampulla echinocandica (Strain: BP 5553)	2656787	10697	C:91.5%[S:91.2%,D:0.3%],F:0.8%,M:7.6%,n:5177	Standard	full
UP000236291	Trifolium pratense (Red clover) (Strain: cv. Tatra)	57577	60146	C:77.5%[S:73%,D:4.5%],F:17.7%,M:4.8%,n:5366	Close to standard (high value)	full
UP000553648	Serilophus lunatus (silver-breasted broadbill)	239386	14091	C:76.6%[S:76.4%,D:0.2%],F:4.7%,M:18.6%,n:10844	Standard	full
UP000191518	Penicillium vulpinum (Strain: IBT 29486)	29845	10245	C:92.9%[S:92.9%,D:0.1%],F:0.2%,M:6.9%,n:4191	Standard	full
UP000054007	Cylindrobasidium torrendii FP15055 ss-10 (Strain: FP15055 ss-10)	1314674	13901	C:97.2%[S:95.6%,D:1.6%],F:0.9%,M:1.9%,n:3870	Standard	full
UP000246991	Tuber magnatum (white Piedmont truffle)	42249	9390	C:91.6%[S:90.3%,D:1.2%],F:2.9%,M:5.6%,n:1706	Unknown	full
UP000182334	[Candida] intermedia (Strain: CBS 141442)	45354	5921	C:98.9%[S:98.9%,D:0%],F:0.4%,M:0.7%,n:2137	Close to standard (high value)	full
UP000479000	Nesidiocoris tenuis	355587	23052	C:57.1%[S:44.4%,D:12.7%],F:6.3%,M:36.6%,n:2510	Close to standard (high value)	full
UP000002195	Dictyostelium discoideum (Slime mold) (Strain: AX4)	44689	12734	C:93.7%[S:89.8%,D:3.9%],F:1.6%,M:4.7%,n:255	Unknown	full
UP000515150	Betta splendens (Siamese fighting fish)	158456	41292	C:99.5%[S:58.7%,D:40.8%],F:0.1%,M:0.4%,n:3640	Close to standard (high value)	full
UP000261580	Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi)	32507	31886	C:86.6%[S:69.8%,D:16.8%],F:5.4%,M:8%,n:3640	Standard	full
UP000478052	Aphis craccivora (Cowpea aphid)	307492	31792	C:97.5%[S:95.8%,D:1.6%],F:0.9%,M:1.7%,n:2510	Outlier (high value)	full
UP000008142	Ajellomyces capsulatus (strain H88) (Darling's disease fungus) (Histoplasma capsulatum) (Strain: H88)	544711	9445	C:95.5%[S:95.5%,D:0%],F:1.8%,M:2.7%,n:4862	Standard	full
UP000288716	Leptotrombidium deliense	299467	14651	C:85.1%[S:82.9%,D:2.2%],F:3.7%,M:11.1%,n:2934	Unknown	full
UP000011668	Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani) (Strain: AG-1 IA)	983506	10482	C:55.7%[S:55.5%,D:0.3%],F:8.9%,M:35.4%,n:2898	Close to standard (low value)	full
UP000054562	Plasmodium falciparum IGH-CR14 (Strain: IGH-CR14)	580059	5057	C:75.2%[S:74.9%,D:0.3%],F:4.2%,M:20.6%,n:3642	Close to standard (low value)	full
UP000242913	Onchocerca flexuosa	387005	8122	C:66.7%[S:66.1%,D:0.6%],F:3.2%,M:30.2%,n:3131	Close to standard (low value)	full
UP000034112	Trichoderma harzianum (Hypocrea lixii) (Strain: T6776)	5544	11497	C:98%[S:97.8%,D:0.3%],F:0.6%,M:1.3%,n:4494	Standard	full
UP000280995	Trichobilharzia regenti (Nasal bird schistosome)	157069	22165	C:24.7%[S:24.3%,D:0.4%],F:29.5%,M:45.8%,n:954	Unknown	full
UP000297026	Diachasma alloeum	454923	431	C:1.5%[S:1.5%,D:0%],F:0%,M:98.5%,n:5991	Outlier (low value)	full
UP000000226	Phaseolus vulgaris (Kidney bean) (French bean) (Strain: cv. G19833)	3885	30360	C:98.2%[S:84.4%,D:13.8%],F:1.1%,M:0.7%,n:5366	Standard	full
UP000324629	Paragonimus westermani (Strain: IND2009)	34504	12535	C:61.2%[S:59.9%,D:1.4%],F:12.9%,M:25.9%,n:954	Unknown	full
UP000319663	Monascus purpureus (Red mold) (Monascus anka)	5098	8080	C:92.3%[S:91.8%,D:0.5%],F:1.4%,M:6.3%,n:4191	Close to standard (low value)	full
UP000554720	Anthoscopus minutus (Southern penduline-tit)	156561	13552	C:66.8%[S:66.6%,D:0.2%],F:6.7%,M:26.5%,n:10844	Standard	full
UP000075602	Acidomyces richmondensis BFW (Strain: BFW)	766039	11098	C:96.2%[S:95.9%,D:0.3%],F:2%,M:1.9%,n:3786	Standard	full
UP000558164	Leptocoma aspasia	2585812	13699	C:73.2%[S:73%,D:0.2%],F:5.3%,M:21.6%,n:10844	Standard	full
UP000016927	Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm) (Strain: CQ1 / CVCC 102059)	578461	4398	C:74%[S:46.3%,D:27.7%],F:6.5%,M:19.5%,n:600	Unknown	full
UP000317494	Synchytrium endobioticum (Strain: MB42)	286115	7895	C:84.2%[S:81.8%,D:2.4%],F:2%,M:13.9%,n:758	Unknown	full
UP000011096	Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5)) (Strain: Nara gc5)	1213859	17182	C:98.2%[S:98.1%,D:0.1%],F:0.7%,M:1.1%,n:6841	Close to standard (high value)	full
UP000282613	Taenia asiatica (Asian tapeworm)	60517	10244	C:68%[S:67.4%,D:0.6%],F:6.1%,M:25.9%,n:954	Unknown	full
UP000189513	Cyberlindnera fabianii (Yeast) (Hansenula fabianii) (Strain: 65)	36022	5507	C:91.1%[S:90.8%,D:0.3%],F:3%,M:5.9%,n:2137	Standard	full
UP000286921	Aspergillus awamori (Black koji mold) (Strain: IFM 58123)	105351	11139	C:96.4%[S:96.2%,D:0.2%],F:0.3%,M:3.3%,n:4191	Standard	full
UP000053475	Aspergillus ustus (Strain: 3.3904)	40382	706	C:1.5%[S:1.5%,D:0%],F:0%,M:98.5%,n:4191	Outlier (low value)	full
UP000593568	Gossypium trilobum	34281	32613	C:60.8%[S:55.4%,D:5.4%],F:5.9%,M:33.2%,n:2326	Standard	full
UP000267096	Anisakis simplex (Herring worm)	6269	20779	C:64.6%[S:62.1%,D:2.5%],F:6.4%,M:29%,n:3131	Close to standard (high value)	full
UP000011958	Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris) (Strain: B123)	1069680	3635	C:75.9%[S:75.8%,D:0.1%],F:1.6%,M:22.5%,n:1706	Unknown	full
UP000228380	Phoenix dactylifera (Date palm) (Strain: cv. Khalas)	42345	3	C:96.7%[S:48.7%,D:48%],F:2.1%,M:1.2%,n:3236	Outlier (high value)	full
UP000233837	Dendrobium catenatum	906689	29029	C:73.5%[S:71.9%,D:1.6%],F:13.9%,M:12.5%,n:3236	Standard	full
UP000006729	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa) (Strain: cv. Nisqually)	3694	53336	C:97.3%[S:50.8%,D:46.5%],F:1.2%,M:1.5%,n:2326	Close to standard (high value)	full
UP000000539	Gallus gallus (Chicken) (Strain: Red jungle fowl)	9031	27535	C:95.1%[S:59.5%,D:35.6%],F:2%,M:2.9%,n:8338	Outlier (high value)	full
UP000030143	Penicillium expansum (Blue mold rot fungus) (Strain: MD-8)	27334	11060	C:98.6%[S:98.4%,D:0.2%],F:0.5%,M:0.9%,n:4191	Standard	full
UP000433483	Phytophthora fragariae (Strain: NOV-27)	53985	34421	C:100%[S:99%,D:1%],F:0%,M:0%,n:100	Close to standard (high value)	full
UP000007798	Drosophila willistoni (Fruit fly) (Strain: Tucson 14030-0811.24)	7260	13	C:99%[S:90.7%,D:8.3%],F:0.3%,M:0.7%,n:3285	Outlier (low value)	full
UP000198341	Bathycoccus prasinos (Strain: RCC 1105)	41875	7886	C:96.6%[S:96.2%,D:0.4%],F:0.9%,M:2.6%,n:1519	Unknown	full
